,stt_time,stt_word
0,00:14,"시작했습니다. 안녕하세요. 안녕하세요. 
아직 안 켜졌나요. 안녕하세요. 란 님 안녕하세요. 
토비 님 안녕하세요. 기다렸어요. 안녕하세요. 
아직 안 나오네요. 조금만 기다려볼게요 안녕하세요. 
안녕하세요."
1,00:34,"안녕하세요. 기다렸어요. 안녕하세요. 
안녕하세요. 여러분 반갑습니다. yks 님 yks 님 지난번에 들어오신 것 같아요. 
낮잠 이불은 안 하는 거죠. 라님 오늘 낮잠 이불은 없습니다. 
오늘은 인경 쿨리트로 만나뵐게요 여러분 오늘 근데 아직 저희 얼굴이 보이나요. 
안녕하세요. 아직 안 보이죠. 여러분 보이면 보인다고 얘기를 좀 해주세요. 
저희 지금 안 보이고 있어 가지고"
2,00:59,"안녕하세요. 지오이 님 안녕하세요. 안 뜨네요. 
왜 안 오늘 지금 거 보이신다고 하시는데 보이세요. 
뜹니다. 안녕하세요. 안녕하세요. 보여요 보여요 뚱이는 고양이 님 기다렸어요. 
안녕하세요."
3,01:20,"안녕하세요. 오늘 시작부터 많이 들어오고 계세요. 
벌써 시작과 동시에 1분 접속하고 들어오십니다. 
심쿵 심쿵 님 보여요 안녕하세요. 네 안녕하세요. 
네 계속 들어오고 계시네요. 매번 라방 참여 중이에요. 
제트 제트 에스 님 감사합니다. 감사합니다. 
오늘 이런 분들이 커피 쿠폰 가져가시면 좋겠습니다."
4,01:41,"자주 저희 라이브 방송 놀러 와 주시는 분들 너무너무 감사합니다. 
안녕하세요. dks 너무 길어요. 안 읽어요. 
네 감사합니다. 캡처 이벤트가 뭔데요. 
김김김 님 좀 이따 제가 캡처를 저희가 해가지고 두 분한테 저희가 방송 때마다 그냥 시원한 아이스 아메리카노를 제공을 제공 선물해 드리고 있고 이거는 이제 구매를 하시든 안 하시든 저희가 그냥 선물로 드리고 있으니까요. 
구매를 하셔도 좋고 하시면 더 좋고 안 하시더라도 저희랑 즐겁게 즐겨주시면 좋을 것 같아요."
5,02:13,"vkd 님 라밤 꾸준히 보고 있어요. 
안녕하세요. 라바 별리 벌써 구매 완료 구매 완료하셨다고 네 벌써 이제 1200분 넘게 들어와 계시고 본격적으로 저희 인사하고 시작할게요 하나 둘 셋 안녕하세요. 
안녕하세요. 여러분 비리엔다 쇼핑 라이브에 오신 여러분 환영합니다. 
여러분 벌써 이제 날씨가 너무 따뜻해졌어요. 
맞아요. 근데"
6,02:39,"지금 날씨가 되게 오락가락해요. 지난주는 또 너무 더웠고 또 오늘은 이번 주는 또 약간 쌀쌀하거든요. 
지금 오락가락합니다. 그러면 이게 지금 이제 본격적으로 더워지기 전에 좀 약간 미쳐가는 거예요. 
여러분 확 떨어져요. 이러다 갑자기 확 떨어지거든요. 
그래서 5월 중순이 넘어가면 본격적으로 날씨가 따뜻해질 거기 때문에 저희가 이제 5월 초에"
7,03:03,"여러분들 미리미리 준비하시라고 얼리버드 썸머 특가를 저희가 릴레이로 준비를 해놨고 오늘은 인간 편으로 준비를 했습니다. 
w 악수 한번 네. 인견 편으로 준비를 했고요. 
인견 플랭킷 기대됩니다. 소코미 님 감사합니다. 
오늘은 저희가 이제 날씨가 본격적으로 더워지기 전에 비비엔다의 대표적인 여름 소재 인견 편으로 준비를 했고요"
8,03:30,"인견 제품 중에 가장 잘 나가는 제품들 모아모아 핫딜로 라이브 방송을 좀 비교도 해드리고 보여드리고 핫딜로 구매하실 수 있는 샹스 드릴 테니까요. 
만약에 비빈다 인견 들어봤지 내가 인견하면 비비엔 라고 들어봤지 하시는 분들은 오늘 인견을 노르셨던 분들은 들어오시면 좋을 것 같아요. 
사실 여름 하면"
9,03:54,"옛날 우리 어르신 때부터 어르신들이 거의 많이 쓰셨죠. 
어르신 때부터 유명한 소재가 인견이에요. 
근데 인견을 사실 유아용품에는 잘 못 썼어요. 
생각을 못했던 생각을 못 했어요. 왜냐면 인경이 시원한 거는 알고 있는데 좀 까슬까슬한 약간 떼 털 같은 그런 특유의 느낌이 있었기 때문에"
10,04:19,"10살이 유아용품 피부가 연약하고 아직 신생아 때 너무 애지중지하는 그런 아가들한테 쓸 생각을 못했던 소재가 인견인데 비비엔다가 어쨌든 소재를 조금 선두해 나가는 기업으로서 저희가 또 소재만 연구하는 팀이 따로 있을 정도로 소재로는 굉장히 유명하잖아요. 
그래서 인견을 저희가 한 5년 6년 전부터 소개하기 시작했고 독보적인 판매율을 지금 저희가 자랑을 하고 있는데 오늘은 그 인견으로 함께 할 거고요 우리"
11,04:48,"소개도 안 하고 나 오늘 애정 열정이 넘치네 지금 여러분 소개 한번 하고 갈게요 여러분 근데 저희 다 아시죠 이제 이제 다 아시죠 저는 비비엔다에서 나온 별이 키우고 있는 24개월 이번 달에 저희 딸이 24개월 두 돌 됐습니다. 
이 네 24개월 별이 키우고 있는 비비 언니입니다. 
안녕하세요. 안녕하세요. 네 네 안녕하세요. 
저는 42개월 된 아들 서원이를 키우고 있는"
12,05:15,"예비 다둥이 맘이 예비 다둥이 맘 여기 둥둥이가 있습니다. 
여러분 둥둥이 네 윤리 실장입니다. 오늘도 실장도 함께해 주셨고 이제 예비 다둥이 맘으로서 네 이제 이제 게임 끝났어 우리 제품들도 그럼 그러니까 40개월 넘은 아기를 키울 때는 선배 마음으로서 바라보다가 이제 내가 애기가 둘째 셋째가 이제 곧 태어난다 생각하니까 제품이 새로 보인다고 하시더라고요 예 더 냉정하게 보이기도 했고 더 냉정하게 보이게 그래서 오늘 선배 다둑맘으로서 오늘 이제"
13,05:47,"저희 유리 실장이 함께하실 거고요 쿨매트는 이벤트 안 하나요. 
오늘 지금 저희가 쿨매트 행사를 할 거고요. 
지금 저희가 선착순 500분에게 블랭키 증정하고 있어요. 
그래서 지금 구매가 거의 11시 1분 00초에 지금 구매가 들어오고 있기 때문에 구성을 한번 빨리 소개를 해드리고 가도록 하겠습니다."
14,06:08,"구매 인증 벌써 계속 올라오고 계세요. 
여러분 비비엔다 인견 하면 인견 하면 비비엔다인데 거기서 가장 지금 베스트 판매율인 인견 쿨매트 오늘 당연히 준비를 했고요. 
인견 쿨매트는 저희가 사이즈가 3가지로 되어 있습니다. 
유아 특대형 100에 150 비비는 다 범퍼 침대 호원 사이즈고 국내 대부분의 범퍼 침대가 요 사이즈일 거라고 생각이 됩니다. 
100에 150 사이즈가 오늘"
15,06:32,"인경 쿨매트가 원래 소비자 가격이 유아용 사이즈가 8만 9천원이에요. 
오늘 핫트가로 5만 5천원 결제하실 수 있는데 오늘 저희가 얼리버드 선물 타카 대만 준비한 2천 원 추가 쿠폰이 붙어 있어요. 
요거 다운 받아서 구매를 하셔야 되고 그다음에 오늘 이제 라이브 보고 구매하시는 분들은 최대 7%의 적립금 최대 7%의 적립금을 캐시백 받으실 수 있기 때문에 네이버 멤버십 있는 분들에 한해서"
16,07:01,"그리고 그다음에 포토오기 작성하시면 또 포인트가 돌아오기 때문에 체감가 4만 원대로 떨어집니다. 
여러분 네 그래서 익경 쿨매트 노리셨던 분들은 티대형 사이즈 슈퍼 싱글 사이즈 퀸 사이즈 순서대로 이렇게 좀 봐주시면 될 것 같고 이렇게 좀 봐주시면 될 것 같고 체감가는 이렇게 된다는 거 퀸 사이즈도 오늘 무려 사실 7만 원대는 보기가 힘든 가격이에요. 
여러분"
17,07:26,"보통 10만 원 정도 주셔야 되기 때문에 퀸 사이즈 큰 사이즈로 하시면 오늘 하트가 8만 5천 원 또 쿠폰 받으시고 적립금 혜택 받으시면 최근가 7만 원대로 떨어집니다. 
그래서 오늘 인경 쿨매트는 얼리버드 선버트가일 때 재미있는 거를 무조건 추천을 드리고요 만약에 나는 인견을 좀 인문을 하는데 쿨매트는 부담스럽고 나는 오늘 인견 그냥 패드할래 하시면"
18,07:49,"특대형 사이즈밖에 없어요. 인견 패드는 인견 패드는 3만 5천 원에 결제하시고 최강가 3만 2천원 나옵니다. 
오늘 인견 패드 가격 너무 좋죠. 만약에 나는 기왕 사는 거 세트로 할래 나는 기왕 사는 거 세트로 할래 하시는 분들은 인견 쿨매트 세트는 견 쿨매트에다가 인견 블랭킷에다가 메시로 되어 있는 비비 필로우까지 이렇게 세트 하시면"
19,08:12,"이렇게 다 세트로 하시면 최가가 7만 8천 원대 나오고요. 
그다음에 인견 패드 세트는 인견 패드에 여기에 들어있는 인견 블랙티는 동일하고요. 
여기는 bb 필로우지만 여기는 그냥 솜백이라고 보시면 될 것 같아요. 
그래서 손베개 요렇게 세트로 하시면 5만 원대로 5만 원대로 인견 패드 인견 이불 인견 베개까지 세트로 가져가신다고 봐주시면 될 것 같아요."
20,08:35,"그렇게 봐주시면 될 것 같고 오늘 지금 혜택이 너무너무 빵빵하거든요. 
왜냐면 저희가 시즌 시작할 때 가장 큰 행사를 한두 번 정도 해요. 
왜냐하면 좀 미리미리 준비하시는 분들을 위해서 첫 시즌 특가는 굉장히 크게 오픈 특가 얼리버드 썸머 특가 이런 식으로 해서 굉장히 혜택을 빵빵하게 준비했고 오늘 그날이고요 여러분"
21,08:57,"인간 쿨매트 구매하시면 지금 아까 보셨던 요 3개 상품에는 요 2천 원 쿠폰이 달려 있을 거예요. 
네 요거를 꼭 다운을 받아서 저희 스토어 찜만 하시면 누구든 받으실 수 있으니까요. 
2천 원 다운받으셔서 적용하셔서 구매하시고"
22,09:16,"오늘 저희가 선착순 500분에 인견 블랭킷 달아놨습니다. 
여러분 그래서 인견 콜맨트 구매하실 때 밑에 보시면 선착순 사은품 증정 이렇게 달려 있고 인견 냉간 블랭킷 요거 무료로 받아가실 수 있는데 이건 선착순 500분에게만 드릴 건데 저희가 보통 한 300분씩 드려요. 
그러면 너무 빨리 끝나는 거야 여러분들 막 5분 7분 거 그래서 오늘 특별히 500분 준비해놨거든요. 
그래서 최소한 10분은 버텨주기를 바라며 하지만 이거 원하시는 분들은 빨리 들어오시기를 바라고요"
23,09:46,선 결제 후 고민하셔야 돼요 왜냐하면 선착순 사은품이 맨날 있는 게 아니기 때문에 있을 때는 무조건 달려놔야 돼요 여러분 인간 쿨 매트 구매하시면 이게 지금 오늘 대박인 것 같아 내 생각에 왜냐면 쿨 매트가 5만 원대로 사는데 수면 좋게 2만 원짜리인데 저희가 이제 시즌 첫 때는 좀 입소문을 내달라는 부탁의 말씀으로 후기를 작성하시면 좀 사업을
24,10:12,"근데 이거를 잘 쓰는 사람만 차별해서 주는 게 아니고 봐드려요. 
무조건 드릴 거예요. 인견 수면 주기 그래서 후기 이벤트에 참여하시면 무조건 드리는 인견 수면 조기 사은품 준비해놨고요 라이브 시청 후 오늘 구매하시면 기본으로 네이버는 구매하시면 1% 적립금이 돌아오는데 라이브 보고 구매하시면 2% 추가로 받으실 수"
25,10:34,있고 거기에 멤버십 오늘 네이버 멤버십 거의 다 가지고 계시죠 네이버 멤버십 있으시면 라이브 구매하고 라이브 보고 구매하시면 1% 2% 돌아오는데 4%가 추가로 와서 이렇게 오늘 또 선물하기로 하면은 추가로 적립금 주는 거 막 뜨던데 그걸 하시면 상품 선택이 안 되더라고요 그래서 내가 나는 그래도 적립금을 최대한 많이 받을래 하면 선물하기로 해가지고 적립금을 좀 받으시고
26,11:06,"만약에 나는 그래도 사은품이 빵빵하니까 선착순 500분 안에 들어가지고 원품 받을래 하시면 선착순 사은품으로 선택하시면 될 것 같아요. 
요거 사품 잠깐 보여드릴까요. 네 사은품 한번 보여드리고 갈까요. 
사이즈 요 블랙키 사이즈 궁금해하시는 분들이 좀 계신 것 같아요. 
이거랑 지금 저희가 상용품으로 준비해 놓은 게 지금 저희가 약간 신상품으로 테스트해 보고 있는 소재인데 보통 저희가 이제 비비엔다의 가장 유명한 쿨매트 소재가 인견 아이싱이잖아요."
27,11:33,"인견이랑 아이씨랑 섞었어요. 너무 쉬워 대박이야 이거 근데 이거는 저희가 약간 테스트를 하고 있는 진짜 지금 이렇게 하는데 너무 쉬워 가지고 이거는 사이즈는 이게 사이즈가 몇이에요. 
사이즈가 근데 이거 그냥 유모차에 딱 유모차에 적기에 딱 좋은 사이즈인데 이게 인견 90%의 냉감 10%를 넣어놨거든요. 
맞나"
28,11:57,인견이랑 냉감이랑 같이 섞 인견 90%의 냉감 10%를 섞어놔가지고 요게 이제 저희가 요렇게
29,12:09,"섞어놔가지고 사이즈는 적당한 애기 블랙 핏으로 쓰실 수 있게 해드린 거고 요거를 요거 사이즈 한번 확인해 주세요. 
요거를 드릴 거예요. 되게 찰랑찰랑해요. 
찰랑 가방에 넣어서 가지고 다니시기도 되게 유모차에 접어서 쓰면 딱이에요. 
네 그래서 굉장히 시원한 소재라서 요거를 접으면 요만해집니다. 
네. 접으면 진짜 핸드백에 티도 안 나게 거의 기저귀 파우치 같은 거 거의 기저귀 하나만큼으로 접혀요 이렇게"
30,12:39,"그래서 요거를 굉장히 유용하게 쓰실 수 있으실 것 같아서 요거를 저희가 선착순 500분한테 드릴 거기 때문에 만약에 만는 이거 꼭 받고 싶어 그러면 무조건 선정하세요. 
무조건 선정하시고 네. 사이즈가 적지는 않네요. 
네 사은품 블랭크 네 사은품은 요 4가지 중에 랜덤 디자인으로 갈 거예요. 
사은품은 네 빨리 치워주시고 네. 그리고 저희가 지금 이벤트를 2가지를 하고 있는데 여러분 이벤트가 아까 여기 안 적혀 있었나요."
31,13:11,"여기에 이벤트가 정리가 안 되어 있었네요. 
저희가 방송 중에 아까 지금 캡처 이벤트 알려주세요라고 하시는데 캡처 이벤트는 여러분이 캡처하시는 게 아니고 저희가 캡처를 할 거예요. 
방송 중에 저희가 캡처해가지고 두 분 좀 있다가 랜덤하게 구매를 안 하셨어도 상관없는 분들에게 아이스 아메리카노 두 분 싸드리도록 하겠습니다."
32,13:33,"아이싱은 안 하나요. 아이싱은 다음 주 화요일 5월 10일 12시에 준비되어 있으니까요. 
오늘은 인견 편 다음 주에 아이싱 편으로 준비해드릴게요 아기 이불은 다 비비엔다만 쓰고 있어요. 
감사해요. 패드 시원해 보이네요. 패드 본격적으로 보여드릴게요 yks 님 그리고 구매 인증 이벤트 있는데요. 
지금 제트 제트 에스 님 지금 2020503 이렇게"
33,13:57,"주문 번호 쭉 복사해서 구매 인증이요라고 올려주셨어요. 
룰루 님도 올려주셨어요. 네 담는 순간 품절 됐어요. 
품절이 벌써 뜨고 있나 봐요 지금 여러분 네 그래서 룰루 님처럼 이렇게 구매 인증을 해주시면 저희 지금 주임 님이 앞에서 한 분을 좀 이따 랜덤하게 그냥 캡처할 거예요. 
저랑 제가 뽑는 거 아니고 저기 앞에서 뽑고 있어요. 
그래서 한 명을 딱 뽑아가지고 좀 이따가 50분 정도에 발표해 드리고"
34,14:23,"비비엔다 공식 홈페이지에 쓰실 수 있는 예치금 10만 원을 드릴 거예요. 
예 그래서 오늘 쿨매트 세트 이거 다 해도 10만 원 안 되는데 10만 원을 구매 인증만 하시면 한 분에게는 드릴 거기 때문에 만약에 다음 주에 아이싱 사야 돼 오늘 인견 사야 돼 고민되시는 분들 오늘 인견 사시고 구매 인증에서 만약에 10만 원이 당첨이 된다. 
된다 하시면 10만 원 받은 걸로 아이싱 사세요. 
아이싱 플렉 사세요. 네."
35,14:49,"구매 인증이요 구매 인증이었네요. 오늘 구매 인증 많이 올라가고 있고 본격적으로 이제 네 여러분 아셨죠. 
캡처 이벤트는 커피 쿠폰 2 분 구매 인증은 좀 이따 한 분 추천해서 10만 원 적립금 쌓아드릴게요 네 네 잠시만요. 
보여주세요. 네. 그러면 본격적으로 이제 제품 소개해드릴 건데요. 
오늘 댓글이 좀 빨리 올라와서 댓글 읽느라고 좀 정신이 없었네요."
36,15:15,"여러분 오늘 이제 인견 편으로 준비를 했는데 아직도 인견을 모르시는 분들이 계실까요. 
인견을 여러분 인견이라는 소재는 이제 나무 펄프에서 실로 뽑아가지고 자연에서 가져온 실로 뽑아가지고 나무에서 펄프 소재를 실로 뽑아가지고 원단을 짜서 물로 한번 짜내가지고 만든 소재가 인견이에요."
37,15:39,"그래서 여러분들이 어렸을 때 아마 왜 우리 할머니 집에 가면 항상 인연으로 우리 할머니들은 꼭 여름에는 인견 몸빼 바지 맞아 고쟁이 바지 나 그거 너무 좋아해가지고 맨날 내가 입었거든 내가 시골 할머니 집 가면 그걸 내가 입고 돌아다녔거든 그게 따슬바슬하면서 시원하니 너무 좋아 그래서 할머니 집에 가면 항상 있었던 게 인견인데 사실 이제 이게 유아용으로 쓰기에는 좀 소재가 너무 까끌까끌했어요. 
약간 약간 떼밀리같이 까끌까끌했어요. 
그래서 사실"
38,16:13,인견은 너무 오래된 전통적인 자연에서 가져와서 가공해서 가공 섬유이지만 또 자연에서 추출한 소재이기 때문에 폴리스테나 이런 것처럼 화학으로 만든 소재가 아니고 원 재료를 자연에서 가져온 소재기 때문에 자연 소재로 만든 거고 그거를 이제 우리가 왜 여름에 한여름에 아무리 더워도
39,16:36,"햇볕 안 들어오는 숲에 들어가면 나뭇잎에 들어가면 시원하잖아요. 
그 느낌이라고 보시면 돼요 익명 콜레트에 딱 누워 있으면 선선하다 약간 요런 느낌 그래서 우리가 항상 말하는 게 있어. 
인간 쿨매트 쓰시는 분들은 여기 위에서 그냥 자도 너무 좋아해요. 
솔직히 너무 시원하고 너무 좋은데 선풍기를 한여름에 여러분 이건 신선 놀음이라 그래"
40,17:01,"선풍기를 약품 아니야 강품 아니야 약품 약품 미품 미품로 틀고 그 있잖아 오는 듯 마는듯 하는 그런 바람 그걸로 딱 틀어놓고 이제 임산부 있으시니까 임산부 여름에 익명 콜레트 하나 딱 깔고 아기 낮잠 잘 때 거실에 딱 깔고 선풍기를 미풍으로 틀고 이렇게 누워 있어 봐요 너무 좋죠. 
인생 더 바랄 게 없어 수박 까먹으면 수박 먹어 인생 뭐 다 바랄 게 없어 수박 까먹으면서 미풍 틀어놓고 여기 누워갖고 수박 먹으면서 넷플릭스 한편 때려"
41,17:33,"인생 뭐 없어 인생 별거 없어요. 그렇게 시원한 소재라고 봐주시면 될 것 같고 비비엔다 덕분에 이번 여름 시원하게 보낼 수 있게 됐어요. 
별빛 반장님 감사해요. 그래서 인견 쿨매트는 자연에서 오는 그런 험한 소재라고 봐주시면 될 것 같고"
42,17:51,비비엔다 저희가 후기를 읽어보면 저희가 이제 후기를 너무 소중하게 생각해서 후기를 정말 정독을 하는 편인데 후기를 보면은 제일 많이 올라오는 그 후기가 사실 한 4년 5년 전에만 해도 사실 인견이 비비엔다가 인견의 유아용품을 출시하기 전에는 거의 다른 브랜드에서 인견을 출시할 엄두를 못 냈어요.
43,18:11,"엄두를 못 냈어 어 아기 건데 인견 너무 까슬하지 않을까 너무 작은 할머니들이나 할머니들이나 어르신들이나 하는 거 아니야 그거 아니야 그리고 너무 까끌거리지 않아라고 했는데 이제 저희가 여러 가지 테스트를 통해서 저희가 이제 또 소재 전문 연구소 팀이 따로 있단 말이에요. 
거기서 굉장히 가공을 여러 가지를 해보고 굉장히 부드럽게 가공을 했기 때문에 첫 번째로 많은 호기가"
44,18:38,"인견인데 부드럽다. 생각보다 부드럽다. 
그러니까 이게 막 미끌미끌할 정도로 부드럽진 않아 실크 같진 않아 솔직하게 그 실크 같다라는 얘기도 또 하시는 분들이 실크 같은 거 좀 오바야 아 진짜 너무 왜냐면은 지원 아니야 지원 우의 뭔가 고정관념이 고정 관념이 게 딱딱하다라는 생각이 있는데 너무 그걸 생각하고 만져보니까 너무 부 그것도 생각보다 너무 부드러웠다. 
그래서 비빈다 견이 굉장히 유명해졌고 유아용품에서 인견이 굉장히 많이 나오기 시작했고 그다음에"
